county,hpsa_score,underserved_pop,provider_fte,capacity_index,capacity_z,risk_score,risk_z,intervention_priority,category
"Cass County, MN",12.75,84320.0,9.5013,-12.75,-0.4979558848701044,-1.3801014582148914,-1.4196418423914843,-0.9216859575213798,Moderate
"Cass County, MO",6.4,535199.0,26.0,-6.4,0.7206251548203566,-1.7033824393551547,-1.7466603698311889,-2.4672855246515457,Low Priority
"Cass County, ND",21.0,48823.0,0.0,-21.0,-2.081151723838026,-0.05554769889661878,-0.0797745283317918,2.0013771955062345,Moderate
"Cass County, NE",8.25,106826.0,8.725,-8.25,0.3656054818396711,0.3840654489393073,0.3649211161239001,-0.0006843657157710181,Moderate
"Cass County, TX",7.0,40695.0,7.45,-7.0,0.6054836392590532,-0.03269474809409311,-0.0566573678581558,-0.662141007117209,Moderate
"Cassia County, ID",3.5,26256.0,4.3721,-3.5,1.277142480033323,-2.0674421000398766,-2.1149290310972897,-3.392071511130613,Low Priority
"Castro County, TX",11.0,15146.0,3.49,-11.0,-0.16212646448296947,-0.08912003951278841,-0.11373500863063307,0.048391455852336396,Moderate
"Caswell County, NC",10.8,93819.0,11.5427,-10.8,-0.12374595929586849,-1.3044695005048532,-1.3431354814218988,-1.2193895221260302,Moderate
"Catahoula Parish, LA",18.0,26874.0,0.25,-18.0,-1.5054441460315091,0.6696725488300385,0.6538302035164191,2.1592743495479283,High Priority
"Catano Municipio, PR",6.2,594768.0,72.0526,-6.2,0.7590056600074577,0.36659824609684827,0.347251969823106,-0.4117536901843517,Moderate
"Catawba County, NC",9.333333333333334,96750.0,15.7116,-9.333333333333334,0.1577110787428732,-0.9398797863273552,-0.9743306385590319,-1.132041717301905,Moderate
"Catoosa County, GA",15.0,53851.0,0.7166,-15.0,-0.9297365682249922,-0.5138669173366935,-0.5433925097637432,0.386344058461249,Moderate
"Catron County, NM",17.0,3649.0,0.0,-17.0,-1.3135416200960035,-1.0592135218889516,-1.095044026459512,0.21849759363649146,Moderate
"Cattaraugus County, NY",6.897435897435898,1899285.0,558.076,-6.897435897435898,0.6251659496114127,-0.06267909727317188,-0.08698837489789851,-0.7121543245093112,Moderate
"Cavalier County, ND",16.5,6943.0,0.4,-16.5,-1.2175903571282507,0.9551423205012383,0.9426003749975574,2.160190732125808,High Priority
"Cayey Municipio, PR",0.0,180593.0,39.9,-0.0,1.948801320807593,-0.9857260463355437,-1.0207069406341323,-2.9695082614417254,Low Priority
"Cayuga County, NY",8.53061224489796,626614.0,54.5748,-8.53061224489796,0.31175528323532004,0.5040465155178444,0.4862893190251864,0.17453403578986637,Moderate
"Cecil County, MD",7.2,58777.0,24.0902,-7.2,0.567103134071952,-0.5302576183724408,-0.5599727085045065,-1.1270758425764584,Low Priority
"Cedar County, IA",1.368421052631579,41460.0,6.300000000000001,-1.368421052631579,1.6861978642642694,-0.7928728322623442,-0.825624093954485,-2.5118219582187544,Low Priority
"Cedar County, MO",12.25,152465.0,3.8996000000000004,-12.25,-0.4020046219023516,-0.10703035995455783,-0.13185239554334932,0.27015222635900227,Moderate
"Cedar County, NE",6.0,53587.0,10.6,-6.0,0.7973861651945588,-1.035242322419374,-1.0707956889178007,-1.8681818541123596,Low Priority
"Ceiba Municipio, PR",3.75,417843.0,49.87,-3.75,1.2291668485494467,-0.553649305347182,-0.5836348336373534,-1.8128016821868,Low Priority
"Centre County, PA",3.7333333333333334,946938.0,139.5536,-3.7333333333333334,1.2323652239817051,-1.1978778925888485,-1.2353115366442797,-2.467676760625985,Low Priority
"Cerro Gordo County, IA",2.8260869565217392,153166.0,58.3,-2.8260869565217392,1.4064680953376856,1.9647251329163893,1.9638552705993304,0.5573871752616448,Moderate
"Chaffee County, CO",9.0,27823.0,2.44,-9.0,0.2216785873880419,0.03526355197172861,0.012086618059123862,-0.20959196932891802,Moderate
"Chambers County, AL",17.0,248849.0,16.585,-17.0,-1.3135416200960035,-0.6997255079925854,-0.7313998661319735,0.58214175396403,Moderate
"Chambers County, TX",14.666666666666666,163073.0,6.525,-14.666666666666666,-0.8657690595798235,0.21397991073422196,0.1928691690949344,1.058638228674758,Moderate
"Champaign County, IL",8.0,144856.0,7.7166,-8.0,0.4135811133235476,-0.11232804969082963,-0.13721133342542774,-0.5507924467489753,Moderate
"Champaign County, OH",12.0,38183.0,6.55,-12.0,-0.35402899041847513,-0.2209695995332226,-0.2471089201096628,0.10692007030881234,Moderate
"Chariton County, MO",15.333333333333334,25867.0,0.5,-15.333333333333334,-0.9937040768701608,0.6141667000434252,0.5976826353221313,1.5913867121922922,High Priority
"Charles City County, VA",16.0,17201.0,0.0,-16.0,-1.121639094160498,0.7575077100473051,0.7426808528103752,1.864319946970873,High Priority
"Charles County, MD",6.8,244197.0,87.795,-6.8,0.6438641444461544,-0.5305011476105275,-0.5602190532555856,-1.20408319770174,Low Priority
"Charles Mix County, SD",3.4615384615384617,147324.0,44.6,-3.4615384615384617,1.284523346415458,-0.57581824064468,-0.6060600705019632,-1.8905834169174212,Low Priority
"Charleston County, SC",2.76,1364744.0,371.21,-2.76,1.4191503492255972,-0.275051697151644,-0.3018162767306609,-1.7209666259562582,Moderate
"Charlevoix County, MI",5.235294117647059,444477.0,102.10000000000001,-5.235294117647059,0.944135155615828,-2.301921164735585,-2.352118977074844,-3.296254132690672,Low Priority
"Charlotte County, FL",11.2,794658.0,66.42999999999999,-11.2,-0.20050696967007048,-1.515191062198552,-1.5562932569328871,-1.3557862872628166,Moderate
"Charlotte County, VA",17.0,11238.0,2.025,-17.0,-1.3135416200960035,1.3668742674445244,1.3590924758145169,2.6726340959105204,High Priority
"Charlton County, GA",8.4,36820.0,9.649999999999999,-8.4,0.3368201029493452,1.6449677135012837,1.6404010418159827,1.3035809388666375,Moderate
"Chase County, KS",13.0,2458.0,0.15,-13.0,-0.5459315163539809,-0.24903603955637832,-0.275499844482863,0.27043167187111783,Moderate
"Chase County, NE",5.5,7423.0,4.0,-5.5,0.8933374281623118,0.5765569630557664,0.5596380811274553,-0.3336993470348565,Moderate
"Chatham County, GA",10.66304347826087,4653793.0,1314.94,-10.66304347826087,-0.09746365683078814,0.3112501545435361,0.2912639827397921,0.3887276395705802,Moderate
"Chatham County, NC",8.625,324094.0,78.463,-8.625,0.2936420346138565,3.0788808084552377,3.0908920268854105,2.797249992271554,Moderate
"Chattahoochee County, GA",8.0,3417.0,0.0,-8.0,0.4135811133235476,1.1195749114345768,1.1089340193723412,0.6953529060487935,Moderate
"Chattooga County, GA",10.0,12663.0,6.5692,-10.0,0.0297760614525362,-0.12791759148076653,-0.15298111048321572,-0.18275717193575192,Moderate
"Chautauqua County, KS",15.333333333333334,20999.0,0.2,-15.333333333333334,-0.9937040768701608,-0.9555404406004258,-0.990172350252241,0.0035317266179197837,Moderate
"Chautauqua County, NY",4.049180327868853,2401017.0,1077.4168,-4.049180327868853,1.171753387921201,-1.6064463202575725,-1.6486035438119144,-2.8203569317331154,Low Priority
"Chaves County, NM",4.166666666666667,162546.0,35.16,-4.166666666666667,1.149207462742986,0.2034636358672231,0.1822313124878826,-0.9669761502551034,Moderate
"Cheatham County, TN",7.75,191557.0,19.97,-7.75,0.461556744807424,-0.7563507452843033,-0.7886797644103916,-1.2502365092178156,Moderate
"Cheboygan County, MI",7.892857142857143,361517.0,71.4503,-7.892857142857143,0.4341420982452088,-1.4222537095976742,-1.462281428323343,-1.8964235265685518,Moderate
"Chelan County, WA",10.555555555555555,347827.0,44.601299999999995,-10.555555555555555,-0.07683645295607804,-0.6465728842425267,-0.6776327292995122,-0.6007962763434342,Moderate
"Chemung County, NY",10.0,27972.0,2.3602,-10.0,0.0297760614525362,-1.0815480036143952,-1.1176367236829055,-1.1474127851354416,Moderate
"Chenango County, NY",1.5,239196.0,55.41,-1.5,1.6609475319043345,1.6871416350725648,1.6830625484717487,0.022115016567414214,Moderate
"Cherokee County, AL",11.875,291020.0,53.07,-11.875,-0.33004117467653693,0.8816397569494505,0.8682480267370205,1.1982892014135573,Moderate
"Cherokee County, GA",0.0,170143.0,16.7,-0.0,1.948801320807593,-0.007972641316617375,-0.03164944154878356,-1.9804507623563765,Moderate
"Cherokee County, IA",3.6666666666666665,50737.0,9.0,-3.6666666666666665,1.2451587257107388,1.4799441388900263,1.4734695812275378,0.22831085551679897,Moderate
"Cherokee County, KS",16.0,78472.0,0.0,-16.0,-1.121639094160498,0.0773683076476183,0.05467815917228315,1.176317253332781,Moderate
"Cherokee County, NC",10.222222222222221,122507.0,5.0359,-10.222222222222221,-0.012868944310909356,-0.8612842013282637,-0.8948263869355392,-0.8819574426246298,Moderate
"Cherokee County, OK",16.85,540170.0,23.1208,-16.85,-1.2847562412056779,1.5231240772696573,1.5171487355472209,2.8019049767528985,High Priority
"Cherokee County, SC",15.666666666666666,371015.0,4.0016,-15.666666666666666,-1.0576715855153291,0.5389100436846587,0.521555914672883,1.5792275001882121,High Priority
"Cherokee County, TX",8.0,170259.0,12.398,-8.0,0.4135811133235476,-1.0372461543264564,-1.0728226877136453,-1.486403801037193,Moderate
"Cherry County, NE",2.4901960784313726,254793.0,87.5374,-2.4901960784313726,1.470926403281922,-0.1903386780836082,-0.2161238655876088,-1.6870502688695308,Moderate
"Chesapeake City, VA",7.352941176470588,430409.0,43.9,-7.352941176470588,0.5377533359876984,-0.8756182533847574,-0.9093261591746146,-1.447079495162313,Low Priority
"Cheshire County, NH",9.65,336607.0,49.775,-9.65,0.09694194552996312,-1.3827997309643363,-1.4223713106640743,-1.5193132561940375,Moderate
"Chester County, PA",1.45,501241.0,109.9,-1.45,1.6705426582011098,0.9261775475316414,0.9133007317870796,-0.7572419264140302,Moderate
"Chester County, SC",7.222222222222222,219989.0,50.8838,-7.222222222222222,0.5628386334956075,1.9094166404701305,1.9079073404399682,1.3450687069443608,Moderate
"Chester County, TN",13.2,207305.0,2.255,-13.2,-0.5843120215410819,-1.3985675738191412,-1.438321450177669,-0.8540094286365872,Moderate
"Chesterfield County, SC",12.3,229028.0,31.799999999999997,-12.3,-0.411599748199127,0.5629692366905709,0.5458932630700267,0.9574930112691538,Moderate
"Cheyenne County, CO",11.166666666666666,15133.0,0.0,-11.166666666666666,-0.19411021880555365,-0.6506425691218272,-0.6817494650000732,-0.4876392461945195,Moderate
"Cheyenne County, KS",14.25,16009.0,0.908,-14.25,-0.785809673773363,-0.4871253837646962,-0.5163418094740168,0.2694678642993462,Moderate
"Cheyenne County, NE",15.5,11471.0,0.204,-15.5,-1.025687831192745,-0.5923939242388692,-0.6228273904388152,0.4028604407539299,Moderate
"Chickasaw County, IA",11.25,55181.0,6.279999999999999,-11.25,-0.2101020959668459,-0.863990769679816,-0.8975642467181273,-0.6874621507512814,Moderate
"Chickasaw County, MS",19.333333333333332,96670.0,3.9,-19.333333333333332,-1.7613141806121833,0.04852162794482699,0.02549797453952641,1.7868121551517098,Moderate
"Chicot County, AR",6.636363636363637,103554.0,23.2,-6.636363636363637,0.6752663759628734,-0.8309501164110378,-0.8641416007601402,-1.5394079767230138,Low Priority
"Childress County, TX",10.5,9924.0,2.6,-10.5,-0.06617520151521664,0.2704568257798388,0.24999903033023457,0.31617423184545124,Moderate
"Chilton County, AL",10.5,61752.0,15.625,-10.5,-0.06617520151521664,-0.05023810944913695,-0.07440355316244972,-0.008228351647233081,Moderate
"Chippewa County, MI",3.923076923076923,140508.0,29.2902,-3.923076923076923,1.1959529498298398,-0.23894804686640975,-0.2652952215487824,-1.4612481713786223,Moderate
"Chippewa County, MN",6.75,35887.0,7.280799999999999,-6.75,0.6534592707429296,-0.9075636620415979,-0.941640898076273,-1.5951001688192026,Low Priority
"Chippewa County, WI",10.444444444444445,359118.0,32.48,-10.444444444444445,-0.05551395007435525,-0.5767713305683327,-0.6070241793779361,-0.5515102293035808,Moderate
"Chisago County, MN",6.0,1260.0,0.6,-6.0,0.7973861651945588,0.755391225825756,0.7405398992935952,-0.056846265900963644,Moderate
"Chittenden County, VT",8.0,28908.0,0.0,-8.0,0.4135811133235476,0.5009171876243808,0.48312381205355154,0.06954269873000396,Moderate
"Choctaw County, AL",8.4,40212.0,9.9,-8.4,0.3368201029493452,-0.977555244798551,-1.0124416740626039,-1.349261777011949,Moderate
"Choctaw County, MS",13.75,84952.0,2.45,-13.75,-0.6898584108056101,0.09933230542922587,0.07689608917823636,0.7667544999838464,Moderate
"Choctaw County, OK",12.333333333333334,31672.0,7.0,-12.333333333333334,-0.41799649906364383,0.751387123371789,0.7364895042360342,1.154486003299678,Moderate
"Chouteau County, MT",8.083333333333334,28624.0,5.8,-8.083333333333334,0.3975892361622553,-1.6694052811213718,-1.7122903916994514,-2.109879627861707,Moderate
"Chowan County, NC",20.5,8550.0,0.0,-20.5,-1.9852004608702734,0.543360192379935,0.5260575128432547,2.511257973713528,High Priority
"Christian County, IL",18.0,10131.0,0.0,-18.0,-1.5054441460315091,-0.6626237589458467,-0.6938691728758869,0.8115749731556222,Moderate
"Christian County, KY",16.0,649773.0,2.9435,-16.0,-1.121639094160498,0.5705986685931593,0.5536109010739262,1.6752499952344242,High Priority
"Christian County, MO",14.666666666666666,362751.0,22.044999999999998,-14.666666666666666,-0.8657690595798235,-0.7632591565425169,-0.7956680458386414,0.07010101374118216,Moderate
"Chugach Census Area, AK",6.166666666666667,2904.0,0.0,-6.166666666666667,0.7654024108719746,-1.804882100664519,-1.8493334985130643,-2.614735909385039,Low Priority
"Churchill County, NV",10.333333333333334,136224.0,20.493,-10.333333333333334,-0.03419144719263247,-1.6275424378831627,-1.6699435598446613,-1.6357521126520287,Moderate
"Chuuk State, FM",22.5,96675.0,0.0,-22.5,-2.3690055127412846,0.048084946661381994,0.02505624465560631,2.3940617573968908,Moderate
"Ciales Municipio, PR",9.666666666666666,109678.0,10.9,-9.666666666666666,0.09374357009770487,0.25972250172148187,0.23914060360113032,0.14539703350342545,Moderate
"Cibola County, NM",19.071428571428573,146180.0,5.15,-19.071428571428573,-1.7110539952481227,-0.9043166251044086,-0.9383563211921128,0.77269767405601,Moderate
"Cidra Municipio, PR",3.25,1284992.0,102.9,-3.25,1.3251181115171995,0.6385924587773739,0.6223907874212731,-0.7027273240959264,Moderate
"Cimarron County, OK",7.333333333333333,8796.0,1.0,-7.333333333333333,0.5415161306138847,-1.6615200622689599,-1.7043140095177334,-2.245830140131618,Low Priority
"Citrus County, FL",11.444444444444445,636953.0,16.8764,-11.444444444444445,-0.24741647600986094,-0.06607979864731657,-0.0904283927786673,0.15698808323119365,Moderate
"Clackamas County, OR",9.753846153846155,2810898.0,335.60360000000003,-9.753846153846155,0.07701360629819896,-1.2110161997624564,-1.2486017396429514,-1.3256153459411504,Moderate
"Claiborne County, MS",19.5,12638.0,2.7,-19.5,-1.7932979349347677,-0.6518361078021592,-0.6829568025313681,1.1103411324033996,Moderate
"Claiborne County, TN",15.5,57409.0,1.79,-15.5,-1.025687831192745,0.047398671316414016,0.02436203507996712,1.0500498662727122,Moderate
"Claiborne Parish, LA",16.0,33964.0,9.115,-16.0,-1.121639094160498,-0.8604133652839524,-0.8939454829001467,0.22769361126035115,Moderate
"Clallam County, WA",12.375,3408465.0,740.3917,-12.375,-0.4259924376442898,-0.38455554422982535,-0.4125861299220942,0.013406307722195587,Moderate
"Clare County, MI",2.789473684210526,811460.0,111.14999999999999,-2.789473684210526,1.413494274776972,1.0062928092144405,0.9943422295224148,-0.4191520452545573,Moderate
"Clarendon County, SC",15.333333333333334,13699.0,3.1788,-15.333333333333334,-0.9937040768701608,-0.5768918695231487,-0.6071461119189844,0.38655796495117645,Moderate
"Clarion County, PA",7.5,281139.0,63.199999999999996,-7.5,0.5095323762913004,0.8356921120651418,0.8217691676454928,0.31223679135419236,Moderate
"Clark County, AR",13.5,54691.0,8.2284,-13.5,-0.6418827793217337,-1.129706854657618,-1.1663523533366953,-0.5244695740149616,Moderate
"Clark County, ID",7.0,771.0,0.0,-7.0,0.6054836392590532,0.5298041779152828,0.5123447733169585,-0.09313886594209475,Moderate
"Clark County, IL",12.428571428571429,191461.0,11.1678,-12.428571428571429,-0.43627293010512047,1.4415686206579004,1.434650392366686,1.8709233224718065,Moderate
"Clark County, IN",17.0,102912.0,0.0,-17.0,-1.3135416200960035,-2.4716445001272893,-2.523804533757404,-1.2102629136614007,Moderate
"Clark County, KS",5.666666666666667,24180.0,0.105,-5.666666666666667,0.8613536738397274,-0.7968952554704768,-0.8296930215778273,-1.6910466954175547,Low Priority
"Clark County, KY",10.75,861199.0,20.859099999999998,-10.75,-0.11415083299909307,0.57707212718054,0.5601592012158657,0.6743100342149588,Moderate
"Clark County, MO",15.666666666666666,32134.0,0.0,-15.666666666666666,-1.0576715855153291,-0.2030453860429927,-0.22897747952687547,0.8286941059884536,Moderate
"Clark County, NV",7.458227848101266,83520633.0,11877.9449,-7.458227848101266,0.5175485577544291,0.37114587337130883,0.3518521735511239,-0.16569638420330518,Moderate
"Clark County, OH",14.181818181818182,1066220.0,83.861,-14.181818181818182,-0.7727254106413965,-0.6039851867158206,-0.6345526629030656,0.138172747738331,Moderate
"Clark County, SD",16.0,11044.0,0.0,-16.0,-1.121639094160498,0.08658978747289992,0.06400625123214408,1.1856453453926419,Moderate
"Clark County, WA",12.733644859813085,16379468.0,774.832,-12.733644859813085,-0.49481729215620607,-0.15567723539207948,-0.18106169178468562,0.31375560037152045,Moderate
"Clark County, WI",13.142857142857142,172661.0,5.975,-13.142857142857142,-0.5733461629161958,1.1677820616598074,1.1576985066091565,1.7310446695253523,High Priority
"Clarke County, AL",7.5,115317.0,29.15,-7.5,0.5095323762913004,0.2544208433012131,0.23377765115193452,-0.27575472513936594,Moderate
"Clarke County, GA",8.2,155218.0,16.4554,-8.2,0.37520060813644657,0.3376026620752022,0.3179211593449638,-0.05727944879148278,Moderate
"Clarke County, IA",2.0588235294117645,160434.0,54.91,-2.0588235294117645,1.5537078850580226,-0.4118769661224674,-0.440223422791526,-1.9939313078495486,Moderate
"Clarke County, MS",19.666666666666668,58557.0,4.62,-19.666666666666668,-1.8252816892573522,-0.48760622407249354,-0.5168282089177294,1.3084534803396228,Moderate
"Clatsop County, OR",11.56,273480.0,43.903600000000004,-11.56,-0.2695918790068528,-0.4325581878196209,-0.46114374616224374,-0.19155186715539096,Moderate
"Clay County, AL",11.75,48061.0,12.386600000000001,-11.75,-0.30605335893459873,0.39445214237829684,0.37542789317402386,0.6814812521086226,Moderate
"Clay County, AR",15.4,103380.0,3.2735,-15.4,-1.0064975785991945,-0.42098448082026296,-0.44943623213961553,0.557061346459579,Moderate
"Clay County, FL",13.894736842105264,231629.0,35.089999999999996,-13.894736842105264,-0.7176337764015387,0.28977485689641286,0.26954040287400166,0.9871741792755404,Moderate
"Clay County, GA",7.5,22340.0,5.8,-7.5,0.5095323762913004,2.0754007986454384,2.0758104901809595,1.566278113889659,Moderate
"Clay County, IA",15.0,4892.0,0.0,-15.0,-0.9297365682249922,0.8711247034316923,0.8576114055995864,1.7873479738245786,High Priority
"Clay County, IL",15.8,106638.0,1.275,-15.8,-1.0832585889733968,-0.32602353216784113,-0.35337741209069073,0.729881176882706,Moderate
"Clay County, IN",8.454545454545455,245574.0,15.53,-8.454545454545455,0.32635269244377213,1.2012139221639448,1.1915168826641622,0.8651641902203902,Moderate
"Clay County, KS",7.666666666666667,12677.0,1.61,-7.666666666666667,0.47754862196871606,-0.4080753730215514,-0.43637787835707903,-0.913926500325795,Moderate
"Clay County, KY",10.125,354442.0,33.6,-10.125,0.0057882457105979885,-2.038124535177854,-2.0852725172637805,-2.0910607629743785,Moderate
"Clay County, MN",8.448275862068966,399589.0,20.7178,-8.448275862068966,0.3275558430765966,-1.008086310917404,-1.0433257187971123,-1.370881561873709,Moderate
"Clay County, MO",0.0,9822.0,1.3,-0.0,1.948801320807593,-1.8707919210258557,-1.9160053216508075,-3.8648066424584004,Low Priority
"Clay County, MS",18.0,29147.0,6.692,-18.0,-1.5054441460315091,-0.35151348404130867,-0.37916206077855663,1.1262820852529525,Moderate
"Clay County, NC",15.0,50965.0,1.0,-15.0,-0.9297365682249922,0.0184183791895517,-0.0049533067093078835,0.9247832615156842,Moderate
"Clay County, NE",9.666666666666666,30574.0,0.8,-9.666666666666666,0.09374357009770487,1.6764373122752827,1.6722344698571034,1.5784908997593985,Moderate
"Clay County, SD",2.0588235294117645,166283.0,83.7176,-2.0588235294117645,1.5537078850580226,0.32692737376416264,0.30712245089277745,-1.2465854341652451,Moderate
"Clay County, TN",6.666666666666667,30463.0,8.780000000000001,-6.666666666666667,0.6694511479042218,-0.21910052880886424,-0.2452182405101254,-0.9146693884143472,Moderate
"Clay County, TX",13.0,27489.0,3.29,-13.0,-0.5459315163539809,0.8294055811834892,0.8154099563353467,1.3613414726893276,High Priority
"Clay County, WV",9.333333333333334,13263.0,2.7,-9.333333333333334,0.1577110787428732,-2.211135309007885,-2.26028351942525,-2.4179945981681232,Moderate
"Clayton County, GA",10.0,128341.0,2.677,-10.0,0.0297760614525362,0.23561455810856594,0.21475394097690792,0.18497787952437172,Moderate
"Clayton County, IA",2.7241379310344827,318305.0,138.5475,-2.7241379310344827,1.4260323708453535,0.7708651938869668,0.7561927664408608,-0.6698396044044927,Moderate
"Clear Creek County, CO",17.0,9282.0,0.0,-17.0,-1.3135416200960035,-1.4785862457798415,-1.519265241488781,-0.20572362139277756,Moderate
"Clearfield County, PA",8.328358208955224,299590.0,81.482,-8.328358208955224,0.3505683436133814,1.143754043206929,1.1333926931832035,0.782824349569822,Moderate
"Clearwater County, ID",7.0,23322.0,4.6305,-7.0,0.6054836392590532,0.3384964074944141,0.31882523761726356,-0.2866584016417897,Moderate
"Clearwater County, MN",12.666666666666666,52261.0,1.45,-12.666666666666666,-0.48196400770881215,-0.4152879139008013,-0.4436738055381699,0.038290202170642273,Moderate
"Cleburne County, AL",14.0,15082.0,0.0,-14.0,-0.7378340422894865,0.6327818661062848,0.6165130167830212,1.3543470590725075,High Priority
"Cleburne County, AR",4.2727272727272725,98943.0,1.86,-4.2727272727272725,1.128854164537705,2.270692857804396,2.2733603781501532,1.1445062136124482,Moderate
"Clermont County, OH",1.8125,382923.0,304.79999999999995,-1.8125,1.600977992549489,0.18186625505849516,0.1603842380212272,-1.4405937545282617,Moderate
"Cleveland County, AR",11.0,55286.0,2.0,-11.0,-0.16212646448296947,0.24822058630033608,0.22750571116021936,0.38963217564318886,Moderate
"Cleveland County, NC",13.0,542770.0,25.791400000000003,-13.0,-0.5459315163539809,-0.4593608995402441,-0.4882563318991269,0.05767518445485392,Moderate
"Cleveland County, OK",7.2,139340.0,16.76,-7.2,0.567103134071952,-0.8498443694647918,-0.8832542958185327,-1.4503574298904847,Low Priority
"Clinch County, GA",11.0,9625.0,2.1898,-11.0,-0.16212646448296947,0.8303358165442456,0.8163509464201143,0.9784774109030838,Moderate
"Clinton County, IA",0.84,206884.0,84.64,-0.84,1.7876031990217682,-0.8560838259088672,-0.8895658884497133,-2.6771690874714817,Low Priority
"Clinton County, IL",14.25,110412.0,7.125,-14.25,-0.785809673773363,0.07156623721939247,0.04880900930504539,0.8346186830784084,Moderate
"Clinton County, IN",9.0,50639.0,8.274799999999999,-9.0,0.2216785873880419,-0.4776574467651167,-0.5067644108761356,-0.7284429982641775,Moderate
"Clinton County, KY",8.4,55743.0,13.811599999999999,-8.4,0.3368201029493452,0.47897982574639203,0.46093282589671597,0.12411272294737075,Moderate
"Clinton County, MI",0.0,4959.0,0.5,-0.0,1.948801320807593,0.33366210528694845,0.3139350446232067,-1.6348662761843862,Moderate
"Clinton County, MO",8.333333333333334,32890.0,5.1724000000000006,-8.333333333333334,0.3496136046783789,1.0375399442578994,1.025950621864518,0.6763370171861391,Moderate
"Clinton County, NY",3.2857142857142856,176015.0,5.9962,-3.2857142857142856,1.3182644498766458,-0.5100163988547471,-0.5394974743075771,-1.857761924184223,Low Priority
"Clinton County, OH",4.666666666666667,30124.0,2.5328,-4.666666666666667,1.053256199775233,-0.26987493529337125,-0.29657966480926895,-1.3498358645845019,Moderate
"Clinton County, PA",5.636363636363637,453309.0,133.62,-5.636363636363637,0.8671689018983791,-0.9787637157823074,-1.0136641165340654,-1.8808330184324444,Low Priority
"Cloud County, KS",13.5,35937.0,0.457,-13.5,-0.6418827793217337,-0.44429326007611136,-0.4730144910330996,0.16886828828863404,Moderate
"Coahoma County, MS",15.666666666666666,77426.0,9.43,-15.666666666666666,-1.0576715855153291,0.37730049304485197,0.35807794858897024,1.4157495341042994,Moderate
"Coal County, OK",17.0,32441.0,1.0,-17.0,-1.3135416200960035,0.7569886166453519,0.7421557580172585,2.055697378113262,High Priority
"Coamo Municipio, PR",0.0,243561.0,47.9,-0.0,1.948801320807593,-0.9221653241776254,-0.95641137431355,-2.905212695121143,Low Priority
"Cobb County, GA",9.75,104184.0,0.0,-9.75,0.07775169293641261,0.8696059201056602,0.8560750631737896,0.778323370237377,Moderate
"Cochise County, AZ",11.846153846153847,3531877.0,688.3425,-11.846153846153847,-0.32450552488993595,1.355637858804951,1.3477261597570007,1.6722316846469367,Moderate
"Cochran County, TX",7.5,5868.0,1.85,-7.5,0.5095323762913004,0.41343490322370086,0.39463011928862085,-0.11490225700267959,Moderate
"Cocke County, TN",11.8,132491.0,22.16,-11.8,-0.3156484852313742,1.876795812558066,1.874909373562854,2.1905578587942283,Moderate
"Coconino County, AZ",13.025,2756118.0,466.74989999999997,-13.025,-0.5507290795023685,-0.773789199103573,-0.806319829312102,-0.2555907498097335,Moderate
"Codington County, SD",10.5,9346.0,1.5242,-10.5,-0.06617520151521664,-1.244654703311417,-1.282629147803667,-1.2164539462884505,Moderate
"Coffee County, AL",6.5,18528.0,14.1975,-6.5,0.701434902226806,-1.7787202489042786,-1.8228691819066452,-2.524304084133451,Low Priority
"Coffee County, GA",19.5,73696.0,1.038,-19.5,-1.7932979349347677,1.496044311489183,1.4897558926471908,3.2830538275819583,High Priority
"Coffee County, TN",14.0,36410.0,4.97,-14.0,-0.7378340422894865,0.6543656563540577,0.6383463435642578,1.3761803858537442,High Priority
"Coffey County, KS",1.5714285714285714,33902.0,3.51,-1.5714285714285714,1.647240208623227,-0.05558467091045507,-0.0798119277899306,-1.7270521364131575,Moderate
"Coke County, TX",15.0,6275.0,0.0,-15.0,-0.9297365682249922,0.2799686263198203,0.2596207995877813,1.1893573678127733,Moderate
"Colbert County, AL",14.333333333333334,81492.0,15.0706,-14.333333333333334,-0.8018015509346552,-1.1254890472983765,-1.1620857826687316,-0.3602842317340764,Moderate
"Cole County, MO",11.75,132099.0,25.4558,-11.75,-0.30605335893459873,2.4457519796168263,2.4504434098461956,2.7564967687807944,Moderate
"Coleman County, TX",13.5,11175.0,2.6959999999999997,-13.5,-0.6418827793217337,0.1292211819752275,0.10713051979777163,0.7490132991195053,Moderate
"Coles County, IL",16.0,15827.0,1.0688,-16.0,-1.121639094160498,0.10939479460489293,0.0870749137444019,1.2087140079049,Moderate
"Colfax County, NE",5.357142857142857,194680.0,43.675,-5.357142857142857,0.9207520747245269,0.7257666238986923,0.7105727986494267,-0.21017927607510023,Moderate
"Colfax County, NM",6.333333333333333,44784.0,8.4,-6.333333333333333,0.7334186565493904,0.4810092317367132,0.4629856944452812,-0.2704329621041092,Moderate
"Colleton County, SC",7.2727272727272725,373455.0,131.2676,-7.2727272727272725,0.5531465867311881,0.22388402427913137,0.20288778700319504,-0.35025879972799306,Moderate
"Collier County, FL",13.129032258064516,909561.0,98.5984,-13.129032258064516,-0.5706931326037235,-0.7904744554453119,-0.8231979887991956,-0.25250485619547214,Moderate
"Collin County, TX",5.0,204941.0,162.6,-5.0,0.9892886911300646,0.4714683571359957,0.4533345149932496,-0.535954176136815,Moderate
